Timestamp,ID,Title,Purpose,Type,Price (PKR),City,Area,Size,Beds,Baths,Owner,Phone,Published,Featured,Description,Photo Count
2026-05-30T01:31:00.000Z,ask-sale-016,2 کنال صنعتی زمین — Kohinoor City (فروخت),فروخت,صنعتی زمین,58795454,فیصل آباد,Kohinoor City,2 کنال,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,سرمایہ کاری کے لیے بہترین موقع — Kohinoor City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-11T10:18:00.000Z,ask-sale-017,5 مرلہ مکان — Civil Lines (فروخت),فروخت,مکان,34717100,فیصل آباد,Civil Lines,5 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,قریب مسجد، اسکول اور مارکیٹ — Civil Lines، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-17T10:35:00.000Z,ask-sale-018,5 مرلہ فلیٹ — Wapda City (فروخت),فروخت,فلیٹ,6988416,فیصل آباد,Wapda City,5 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,ڈبل روڈ، وسیع پارکنگ، بجلی گیس دستیاب — Wapda City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-06-04T04:45:00.000Z,ask-sale-019,200 sq ft دکان — Canal Road (فروخت),فروخت,دکان,12739892,فیصل آباد,Canal Road,200 sq ft,0,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,بہترین لوکیشن، فوری قبضہ، تمام سہولیات موجود — Canal Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-06-08T08:19:00.000Z,ask-sale-020,1200 sq ft آفس — D Ground (فروخت),فروخت,آفس,10793249,فیصل آباد,D Ground,1200 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,کورنر پراپرٹی، پارک فیسنگ، سیکیورٹی گیٹ — D Ground، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-06-04T21:37:00.000Z,ask-sale-021,10 مرلہ رہائشی پلاٹ — Millat Town (فروخت),فروخت,رہائشی پلاٹ,10262431,فیصل آباد,Millat Town,10 مرلہ,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,نیا تعمیر، ماڈرن ڈیزائن، ویل مینٹینڈ — Millat Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-05-22T04:12:00.000Z,ask-sale-022,4 مرلہ کمرشل پلاٹ — Eden Garden (فروخت),فروخت,کمرشل پلاٹ,27633040,فیصل آباد,Eden Garden,4 مرلہ,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,Yes,سرمایہ کاری کے لیے بہترین موقع — Eden Garden، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-16T14:37:00.000Z,ask-sale-023,5 مرلہ مکان — Madina Town (فروخت),فروخت,مکان,20593873,فیصل آباد,Madina Town,5 مرلہ,4,3,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,قریب مسجد، اسکول اور مارکیٹ — Madina Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-06-04T04:45:00.000Z,ask-sale-024,2 کنال صنعتی زمین — Peoples Colony (فروخت),فروخت,صنعتی زمین,35646374,فیصل آباد,Peoples Colony,2 کنال,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,ڈبل روڈ، وسیع پارکنگ، بجلی گیس دستیاب — Peoples Colony، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-06-06T21:14:00.000Z,ask-sale-025,5 مرلہ مکان — Susan Road (فروخت),فروخت,مکان,22907359,فیصل آباد,Susan Road,5 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,بہترین لوکیشن، فوری قبضہ، تمام سہولیات موجود — Susan Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-06-01T02:23:00.000Z,ask-sale-026,3 مرلہ فلیٹ — Kohinoor City (فروخت),فروخت,فلیٹ,8874112,فیصل آباد,Kohinoor City,3 مرلہ,2,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,کورنر پراپرٹی، پارک فیسنگ، سیکیورٹی گیٹ — Kohinoor City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-23T06:55:00.000Z,ask-sale-027,500 sq ft دکان — Civil Lines (فروخت),فروخت,دکان,18377753,فیصل آباد,Civil Lines,500 sq ft,0,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,نیا تعمیر، ماڈرن ڈیزائن، ویل مینٹینڈ — Civil Lines، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-05-26T01:10:00.000Z,ask-sale-028,800 sq ft آفس — Wapda City (فروخت),فروخت,آفس,13031813,فیصل آباد,Wapda City,800 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,سرمایہ کاری کے لیے بہترین موقع — Wapda City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-30T01:31:00.000Z,ask-sale-029,5 مرلہ رہائشی پلاٹ — Canal Road (فروخت),فروخت,رہائشی پلاٹ,14672333,فیصل آباد,Canal Road,5 مرلہ,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,Yes,قریب مسجد، اسکول اور مارکیٹ — Canal Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-05T22:10:00.000Z,ask-sale-030,2 کنال کمرشل پلاٹ — D Ground (فروخت),فروخت,کمرشل پلاٹ,23641445,فیصل آباد,D Ground,2 کنال,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,ڈبل روڈ، وسیع پارکنگ، بجلی گیس دستیاب — D Ground، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-05-22T04:12:00.000Z,ask-sale-031,5 مرلہ مکان — Millat Town (فروخت),فروخت,مکان,16468297,فیصل آباد,Millat Town,5 مرلہ,4,3,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,بہترین لوکیشن، فوری قبضہ، تمام سہولیات موجود — Millat Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-06-11T14:25:00.000Z,ask-sale-032,2 کنال صنعتی زمین — Eden Garden (فروخت),فروخت,صنعتی زمین,32153357,فیصل آباد,Eden Garden,2 کنال,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,کورنر پراپرٹی، پارک فیسنگ، سیکیورٹی گیٹ — Eden Garden، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-06-10T04:50:00.000Z,ask-sale-033,5 مرلہ مکان — Madina Town (فروخت),فروخت,مکان,35677549,فیصل آباد,Madina Town,5 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,نیا تعمیر، ماڈرن ڈیزائن، ویل مینٹینڈ — Madina Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-05-16T14:37:00.000Z,ask-sale-034,2 مرلہ فلیٹ — Peoples Colony (فروخت),فروخت,فلیٹ,11474290,فیصل آباد,Peoples Colony,2 مرلہ,1,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,سرمایہ کاری کے لیے بہترین موقع — Peoples Colony، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-08T13:08:00.000Z,ask-sale-035,350 sq ft دکان — Susan Road (فروخت),فروخت,دکان,12306373,فیصل آباد,Susan Road,350 sq ft,0,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,قریب مسجد، اسکول اور مارکیٹ — Susan Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-06-09T02:43:00.000Z,ask-sale-036,2000 sq ft آفس — Kohinoor City (فروخت),فروخت,آفس,10693348,فیصل آباد,Kohinoor City,2000 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,Yes,ڈبل روڈ، وسیع پارکنگ، بجلی گیس دستیاب — Kohinoor City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-06-04T21:37:00.000Z,ask-sale-037,3 مرلہ رہائشی پلاٹ — Civil Lines (فروخت),فروخت,رہائشی پلاٹ,13868966,فیصل آباد,Civil Lines,3 مرلہ,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,بہترین لوکیشن، فوری قبضہ، تمام سہولیات موجود — Civil Lines، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-09T08:21:00.000Z,ask-sale-038,8 مرلہ کمرشل پلاٹ — Wapda City (فروخت),فروخت,کمرشل پلاٹ,26538626,فیصل آباد,Wapda City,8 مرلہ,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,کورنر پراپرٹی، پارک فیسنگ، سیکیورٹی گیٹ — Wapda City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-17T10:35:00.000Z,ask-sale-039,5 مرلہ مکان — Canal Road (فروخت),فروخت,مکان,31329900,فیصل آباد,Canal Road,5 مرلہ,4,3,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,نیا تعمیر، ماڈرن ڈیزائن، ویل مینٹینڈ — Canal Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-05-16T14:37:00.000Z,ask-sale-040,2 کنال صنعتی زمین — D Ground (فروخت),فروخت,صنعتی زمین,48750201,فیصل آباد,D Ground,2 کنال,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,سرمایہ کاری کے لیے بہترین موقع — D Ground، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-23T06:55:00.000Z,ask-sale-041,5 مرلہ مکان — Millat Town (فروخت),فروخت,مکان,31261222,فیصل آباد,Millat Town,5 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,قریب مسجد، اسکول اور مارکیٹ — Millat Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-21T15:17:00.000Z,ask-sale-042,5 مرلہ فلیٹ — Eden Garden (فروخت),فروخت,فلیٹ,11239806,فیصل آباد,Eden Garden,5 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,ڈبل روڈ، وسیع پارکنگ، بجلی گیس دستیاب — Eden Garden، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-05-09T08:21:00.000Z,ask-sale-043,200 sq ft دکان — Madina Town (فروخت),فروخت,دکان,23670393,فیصل آباد,Madina Town,200 sq ft,0,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,Yes,بہترین لوکیشن، فوری قبضہ، تمام سہولیات موجود — Madina Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-14T01:47:00.000Z,ask-sale-044,1200 sq ft آفس — Peoples Colony (فروخت),فروخت,آفس,8177963,فیصل آباد,Peoples Colony,1200 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,کورنر پراپرٹی، پارک فیسنگ، سیکیورٹی گیٹ — Peoples Colony، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-06-12T03:03:00.000Z,ask-sale-045,10 مرلہ رہائشی پلاٹ — Susan Road (فروخت),فروخت,رہائشی پلاٹ,13414410,فیصل آباد,Susan Road,10 مرلہ,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,نیا تعمیر، ماڈرن ڈیزائن، ویل مینٹینڈ — Susan Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-05-10T07:47:00.000Z,ask-sale-046,4 مرلہ کمرشل پلاٹ — Kohinoor City (فروخت),فروخت,کمرشل پلاٹ,14086968,فیصل آباد,Kohinoor City,4 مرلہ,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,سرمایہ کاری کے لیے بہترین موقع — Kohinoor City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-06-04T21:37:00.000Z,ask-sale-047,5 مرلہ مکان — Civil Lines (فروخت),فروخت,مکان,32644668,فیصل آباد,Civil Lines,5 مرلہ,4,3,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,قریب مسجد، اسکول اور مارکیٹ — Civil Lines، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-14T01:47:00.000Z,ask-sale-048,2 کنال صنعتی زمین — Wapda City (فروخت),فروخت,صنعتی زمین,39022789,فیصل آباد,Wapda City,2 کنال,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,ڈبل روڈ، وسیع پارکنگ، بجلی گیس دستیاب — Wapda City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-06-03T12:19:00.000Z,ask-sale-049,5 مرلہ مکان — Canal Road (فروخت),فروخت,مکان,13416075,فیصل آباد,Canal Road,5 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,بہترین لوکیشن، فوری قبضہ، تمام سہولیات موجود — Canal Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-06-12T03:03:00.000Z,ask-sale-050,3 مرلہ فلیٹ — D Ground (فروخت),فروخت,فلیٹ,5115431,فیصل آباد,D Ground,3 مرلہ,2,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,Yes,کورنر پراپرٹی، پارک فیسنگ، سیکیورٹی گیٹ — D Ground، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-06-18T13:55:00.000Z,ask-rent-001,5 مرلہ مکان — Susan Road (کرایہ),کرایہ,مکان,76098,فیصل آباد,Susan Road,5 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,Yes,خاندانی ماحول، پانی بجلی گیس دستیاب — Susan Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-10T07:47:00.000Z,ask-rent-002,3 مرلہ فلیٹ — Kohinoor City (کرایہ),کرایہ,فلیٹ,18244,فیصل آباد,Kohinoor City,3 مرلہ,2,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,فرنشڈ / سیمی فرنشڈ، فوری کرایہ — Kohinoor City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-18T23:43:00.000Z,ask-rent-003,150 sq ft دکان — Civil Lines (کرایہ),کرایہ,دکان,68317,فیصل آباد,Civil Lines,150 sq ft,0,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,سیکیورٹی والی سوسائٹی، بچوں کے لیے محفوظ — Civil Lines، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-06-18T13:55:00.000Z,ask-rent-004,1000 sq ft آفس — Wapda City (کرایہ),کرایہ,آفس,45106,فیصل آباد,Wapda City,1000 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,مرکزی لوکیشن، ٹرانسپورٹ قریب — Wapda City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-06-03T12:19:00.000Z,ask-rent-005,1 کمرہ کمرہ — Canal Road (کرایہ),کرایہ,کمرہ,12756,فیصل آباد,Canal Road,1 کمرہ,1,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,AC، WiFi، پارکنگ شامل — Canal Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-31T00:34:00.000Z,ask-rent-006,6000 sq ft گودام — D Ground (کرایہ),کرایہ,گودام,124543,فیصل آباد,D Ground,6000 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,Bachelors / فیملی دونوں کے لیے موزوں — D Ground، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-06-15T03:38:00.000Z,ask-rent-007,5 مرلہ مکان — Millat Town (کرایہ),کرایہ,مکان,82286,فیصل آباد,Millat Town,5 مرلہ,4,3,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,خاندانی ماحول، پانی بجلی گیس دستیاب — Millat Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-06-02T10:15:00.000Z,ask-rent-008,4 مرلہ فلیٹ — Eden Garden (کرایہ),کرایہ,فلیٹ,39471,فیصل آباد,Eden Garden,4 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,Yes,فرنشڈ / سیمی فرنشڈ، فوری کرایہ — Eden Garden، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-08T13:08:00.000Z,ask-rent-009,10 مرلہ مکان — Madina Town (کرایہ),کرایہ,مکان,53495,فیصل آباد,Madina Town,10 مرلہ,5,4,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,سیکیورٹی والی سوسائٹی، بچوں کے لیے محفوظ — Madina Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-05-30T01:31:00.000Z,ask-rent-010,3 مرلہ فلیٹ — Peoples Colony (کرایہ),کرایہ,فلیٹ,35207,فیصل آباد,Peoples Colony,3 مرلہ,2,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,مرکزی لوکیشن، ٹرانسپورٹ قریب — Peoples Colony، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-06-04T21:37:00.000Z,ask-rent-011,150 sq ft دکان — Susan Road (کرایہ),کرایہ,دکان,47848,فیصل آباد,Susan Road,150 sq ft,0,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,AC، WiFi، پارکنگ شامل — Susan Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-21T15:17:00.000Z,ask-rent-012,1000 sq ft آفس — Kohinoor City (کرایہ),کرایہ,آفس,58045,فیصل آباد,Kohinoor City,1000 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,Bachelors / فیملی دونوں کے لیے موزوں — Kohinoor City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-06-14T04:05:00.000Z,ask-rent-013,1 کمرہ کمرہ — Civil Lines (کرایہ),کرایہ,کمرہ,12549,فیصل آباد,Civil Lines,1 کمرہ,1,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,خاندانی ماحول، پانی بجلی گیس دستیاب — Civil Lines، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-20T08:54:00.000Z,ask-rent-014,6000 sq ft گودام — Wapda City (کرایہ),کرایہ,گودام,131945,فیصل آباد,Wapda City,6000 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,فرنشڈ / سیمی فرنشڈ، فوری کرایہ — Wapda City، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-06-15T20:18:00.000Z,ask-rent-015,5 مرلہ مکان — Canal Road (کرایہ),کرایہ,مکان,78796,فیصل آباد,Canal Road,5 مرلہ,4,3,حافظ عبدالصمد خٹک,0321-5315603,Yes,Yes,سیکیورٹی والی سوسائٹی، بچوں کے لیے محفوظ — Canal Road، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-05-30T01:31:00.000Z,ask-rent-016,4 مرلہ فلیٹ — D Ground (کرایہ),کرایہ,فلیٹ,47394,فیصل آباد,D Ground,4 مرلہ,3,2,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,مرکزی لوکیشن، ٹرانسپورٹ قریب — D Ground، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-05-11T10:18:00.000Z,ask-rent-017,7 مرلہ مکان — Millat Town (کرایہ),کرایہ,مکان,54907,فیصل آباد,Millat Town,7 مرلہ,4,3,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,AC، WiFi، پارکنگ شامل — Millat Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
2026-05-17T10:35:00.000Z,ask-rent-018,3 مرلہ فلیٹ — Eden Garden (کرایہ),کرایہ,فلیٹ,24399,فیصل آباد,Eden Garden,3 مرلہ,2,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,Bachelors / فیملی دونوں کے لیے موزوں — Eden Garden، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,3
2026-06-04T04:45:00.000Z,ask-rent-019,150 sq ft دکان — Madina Town (کرایہ),کرایہ,دکان,63966,فیصل آباد,Madina Town,150 sq ft,0,1,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,خاندانی ماحول، پانی بجلی گیس دستیاب — Madina Town، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,1
2026-06-08T08:19:00.000Z,ask-rent-020,1000 sq ft آفس — Peoples Colony (کرایہ),کرایہ,آفس,56050,فیصل آباد,Peoples Colony,1000 sq ft,0,0,حافظ عبدالصمد خٹک,0321-5315603,Yes,No,فرنشڈ / سیمی فرنشڈ، فوری کرایہ — Peoples Colony، فیصل آباد۔ ASK REAL ESTATE کے ذریعے رابطہ کریں۔,2
